word,mean_RT,acc,N_corr,N_wrg,Length(N_letters),NSyll,OLD,raw_KF,raw_CELEX,raw_BNC,raw_COCA,raw_ANC,raw_SUBTLEX-UK,raw_SUBTLEX-US,raw_HAL,raw_Worldlex,raw_Usenet,raw_BlogFreq,raw_TwitterFreq,raw_NewsFreq,raw_GB_AmE,raw_GB_BrE,zipf_KF,zipf_Celex,zipf_BNC,zipf_COCA,zipf_ANC,zipf_SUBTLEX-UK,zipf_SUBTLEX-US,zipf_HAL,zipf_USENET,zipf_WorldLex,zipf_Blog,zipf_Twitter,zipf_News,zipf_GB_AmE,zipf_GB_BrE,subj_Freq_ratings
running,637.18,1,72,0,7,2,1.8,123,2925,14000,85149,2673,36784,8054,145182,21758,965249,7493,6071,8194,9606337,2614118,5.07,5.2,5.14,5.21,5.08,5.26,5.2,5.52,5.09,5.32,5.29,5.29,5.36,4.79,4.89,4.94
sadism,1155.29,0.264,19,53,6,3,2.35,3,28,63,278,11,32,9,311,26,4709,15,4,7,102908,25598,3.57,3.19,2.8,2.73,2.73,2.21,2.29,2.85,2.78,2.41,2.62,2.2,2.35,2.82,2.88,2.03
sat,803.17,0.931,67,5,3,1,1,150,4085,12176,66742,981,10079,1459,33312,9135,1122774,3578,3301,2256,10555338,2875619,5.15,5.34,5.08,5.11,4.64,4.7,4.46,4.88,5.16,4.94,4.97,5.02,4.8,4.83,4.93,5.2
saying,661.63,1,72,0,6,2,1.5,113,3811,18503,134179,5558,72475,14874,95390,22840,1319002,7745,7361,7734,12033147,3903371,5.03,5.31,5.26,5.41,5.39,5.56,5.46,5.34,5.23,5.34,5.3,5.37,5.34,4.89,5.06,5.51
second,641.54,0.986,71,1,6,2,2.45,373,6089,41454,182573,7769,82060,14513,150377,36886,1326721,11863,5886,19137,42738935,13247314,5.55,5.51,5.61,5.54,5.54,5.61,5.45,5.53,5.23,5.55,5.49,5.27,5.73,5.44,5.59,5.94
security,805.97,0.986,71,1,8,4,2.8,91,2095,13837,105714,5198,16272,4810,62549,10854,2033646,3092,1372,6390,9340223,2490207,4.94,5.05,5.14,5.31,5.37,4.91,4.97,5.15,5.42,5.01,4.91,4.64,5.26,4.78,4.86,5.34
seems,684.23,0.986,71,1,5,1,1.6,259,4342,21194,99522,6763,41118,8545,164633,21861,1408035,11064,5900,4897,25673954,9754231,5.39,5.37,5.32,5.28,5.48,5.31,5.22,5.57,5.26,5.32,5.46,5.28,5.14,5.22,5.46,5.74
selection,755.65,0.986,71,1,9,3,2,39,539,6038,19276,1743,3640,232,23385,3805,239405,1398,664,1743,6503831,1547949,4.57,4.46,4.78,4.57,4.89,4.26,3.66,4.73,4.49,4.56,4.56,4.33,4.69,4.62,4.66,3.89
sent,661.49,0.972,70,2,4,1,1.15,145,2755,13715,59416,2185,20912,7038,91673,13893,3272319,4702,4310,4881,21082803,8687711,5.14,5.17,5.13,5.06,4.99,5.02,5.14,5.32,5.62,5.12,5.09,5.14,5.14,5.13,5.41,4.97
sentencing,1113.33,0.569,41,31,10,3,3.25,1,25,564,3078,192,768,70,980,807,22362,78,39,690,241399,65990,3.27,3.14,3.75,3.77,3.94,3.58,3.14,3.35,3.46,3.89,3.31,3.11,4.29,3.19,3.29,2.6
separating,1063.4,0.819,59,13,10,4,2.75,7,105,607,3254,144,630,66,1638,326,17969,161,37,128,1144552,331140,3.88,3.75,3.78,3.79,3.81,3.5,3.12,3.57,3.36,3.49,3.62,3.08,3.56,3.87,3.99,3.34
services,787.36,0.972,70,2,8,3,2.6,139,1656,24928,86096,4870,22383,1053,132688,14523,2129995,3800,2019,8704,17152504,4704986,5.12,4.95,5.39,5.22,5.34,5.05,4.31,5.48,5.44,5.14,4.99,4.81,5.39,5.04,5.14,4.83
session,797.56,0.847,61,11,7,2,2.15,80,461,4421,20091,508,4335,678,27845,8398,170463,2007,3818,2573,4890949,1065133,4.88,4.39,4.64,4.59,4.36,4.33,4.12,4.8,4.34,4.9,4.72,5.09,4.86,4.5,4.5,3.77
shorter,735.55,0.986,71,1,7,2,1.9,19,316,1791,8491,497,1670,300,7682,1290,59994,576,308,406,2562294,751333,4.27,4.23,4.25,4.21,4.35,3.92,3.77,4.24,3.89,4.09,4.18,3.99,4.06,4.22,4.34,4.49
shout,762.18,0.944,68,4,5,1,1.55,9,356,1478,4695,98,5415,839,3285,5690,376205,585,4957,148,1110349,352920,3.97,4.28,4.17,3.95,3.65,4.43,4.22,3.87,4.68,4.73,4.18,5.2,3.62,3.86,4.02,4.89
silence,733.24,0.944,68,4,7,2,2.4,52,1633,5939,27804,487,4261,1294,9662,2756,156504,1434,789,533,6239871,1987958,4.7,4.94,4.77,4.73,4.34,4.33,4.4,4.34,4.3,4.42,4.57,4.4,4.18,4.6,4.77,5.34
slam,818.15,0.653,47,25,4,1,1.2,3,55,456,4170,203,2195,296,4231,1120,40456,250,418,452,160956,24616,3.57,3.48,3.66,3.9,3.96,4.04,3.76,3.98,3.72,4.03,3.81,4.13,4.11,3.02,2.86,2.83
slaughter,926.23,0.542,39,33,9,2,3.15,10,227,537,3714,131,903,278,2785,483,66522,215,97,171,953014,420934,4.01,4.09,3.73,3.85,3.77,3.65,3.74,3.8,3.93,3.66,3.75,3.5,3.68,3.79,4.09,3.2
slow,651.63,0.972,70,2,4,1,1.25,60,1424,5895,36470,1124,12919,3877,43719,8032,285193,2812,2918,2302,7319375,1952838,4.76,4.88,4.77,4.84,4.7,4.81,4.88,5,4.56,4.88,4.86,4.97,4.81,4.67,4.76,5.69
sometimes,814.29,0.986,71,1,9,2,3.65,221,5226,20518,110806,4539,36121,9129,82167,23777,910377,10733,7850,5194,23709806,8006166,5.32,5.45,5.31,5.33,5.31,5.25,5.25,5.27,5.07,5.35,5.45,5.4,5.17,5.18,5.37,6.4
south,784.33,0.847,61,11,5,1,1.85,240,1291,23172,118205,4178,46056,3288,66282,19073,770213,5947,3340,9786,9832210,4491660,5.35,4.84,5.36,5.35,5.27,5.36,4.81,5.18,5,5.26,5.19,5.03,5.44,4.8,5.12,5.37
square,750.82,0.986,71,1,6,1,1.85,143,1652,7075,37550,1743,12140,1620,19004,7570,296009,2288,1432,3850,9562750,2878738,5.13,4.95,4.85,4.86,4.89,4.78,4.5,4.63,4.58,4.86,4.77,4.66,5.04,4.79,4.93,4.09
stakes,914.44,0.694,50,22,6,1,1.6,5,149,972,5694,197,1613,249,1902,890,28403,257,78,555,597930,164297,3.75,3.91,3.98,4.04,3.95,3.9,3.69,3.64,3.56,3.93,3.83,3.4,4.19,3.59,3.68,3.06
stamp,743.95,0.875,63,9,5,1,1.7,8,243,1436,4426,202,3227,302,6821,3324,56439,2806,222,296,1288841,478429,3.93,4.12,4.15,3.93,3.96,4.2,3.77,4.19,3.86,4.5,4.86,3.85,3.92,3.92,4.15,3.86
starting,789.23,1,72,0,8,2,1.7,68,936,6415,46705,2145,22260,3558,53738,18060,509672,4910,6926,6224,5045360,1364968,4.81,4.7,4.8,4.95,4.98,5.04,4.84,5.09,4.82,5.24,5.11,5.35,5.24,4.51,4.6,4.09
state,660.75,0.958,69,3,5,1,1.35,808,5299,39112,331685,10889,33877,5500,199232,71894,2831431,10728,6941,54225,56233748,14526694,5.88,5.45,5.59,5.8,5.69,5.23,5.03,5.66,5.56,5.84,5.45,5.35,6.18,5.56,5.63,5.51
statistics,978.97,0.917,66,6,10,3,3.5,22,324,3213,17255,810,3535,167,19190,1854,206466,652,216,986,3118913,715562,4.33,4.24,4.5,4.52,4.56,4.24,3.52,4.64,4.42,4.25,4.23,3.84,4.44,4.3,4.32,4.06
steady,709.46,0.972,70,2,6,2,1.9,41,708,2898,15665,447,6780,1158,5385,1951,62340,710,310,931,3713476,1025615,4.6,4.58,4.46,4.48,4.3,4.53,4.36,4.09,3.9,4.27,4.27,4,4.42,4.38,4.48,4.69
stories,714.65,1,72,0,7,2,1.85,59,1098,4757,61110,3033,15006,2215,40302,12068,368421,6731,2276,3061,8168720,1813483,4.75,4.77,4.67,5.07,5.13,4.87,4.64,4.96,4.68,5.06,5.24,4.86,4.94,4.72,4.73,5.34
strain,834.65,0.875,63,9,6,1,1.75,31,604,2559,9473,1102,2002,361,9705,1250,45749,445,162,643,4159204,1341732,4.48,4.51,4.4,4.26,4.69,4,3.85,4.34,3.77,4.08,4.06,3.72,4.26,4.43,4.6,3.11
strongest,826.54,0.986,71,1,9,2,2.8,20,235,1019,6804,240,10752,242,3526,1028,52115,351,195,482,1808668,638990,4.3,4.1,4,4.12,4.03,4.73,3.68,3.9,3.83,3.99,3.96,3.8,4.13,4.07,4.27,4.29
student,626.1,1,72,0,7,2,2.75,131,1866,7659,103798,1854,8117,2195,56461,12014,300662,3012,3219,5783,12321440,2002033,5.09,5,4.88,5.3,4.92,4.6,4.63,5.11,4.59,5.06,4.89,5.01,5.21,4.9,4.77,6.03
successor,984.69,0.722,52,20,9,3,3.15,16,135,1444,4246,209,623,85,2147,491,32938,133,21,337,1877238,884225,4.2,3.86,4.16,3.91,3.97,3.49,3.23,3.69,3.63,3.67,3.54,2.85,3.98,4.08,4.41,3.06
sung,927.91,0.667,48,24,4,1,1.3,18,106,647,3112,116,1631,178,3763,736,29654,383,128,225,1405749,626990,4.25,3.76,3.81,3.78,3.72,3.91,3.54,3.93,3.58,3.85,4,3.62,3.8,3.96,4.27,3.31
surprise,684.25,1,72,0,8,2,2.65,51,1089,5337,30771,971,17997,4534,17697,6964,211969,2995,1770,2199,4572620,1495664,4.69,4.77,4.72,4.77,4.64,4.95,4.95,4.6,4.44,4.82,4.89,4.75,4.79,4.47,4.64,5.97
surveillance,1070.55,0.389,28,44,12,3,5.7,6,122,783,8803,341,1451,952,2644,921,194977,256,67,598,743325,218911,3.82,3.82,3.89,4.23,4.18,3.86,4.27,3.78,4.4,3.94,3.82,3.34,4.23,3.68,3.81,3.26
tagging,896.65,0.639,46,26,7,2,1.7,1,18,96,1128,22,219,46,483,248,7122,76,138,34,73737,12340,3.27,3.01,2.98,3.34,3.01,3.04,2.96,3.04,2.96,3.38,3.3,3.65,2.99,2.68,2.56,2.69
taxes,801.46,0.931,67,5,5,2,1.7,45,387,2825,34385,1806,4697,497,24494,6933,302877,1080,1018,4835,5188030,858752,4.64,4.32,4.45,4.82,4.91,4.37,3.99,4.75,4.59,4.82,4.45,4.51,5.13,4.52,4.4,4.4
tear,675.84,0.972,70,2,4,1,1,11,322,1181,8795,255,3402,1377,6617,2374,59281,883,853,638,2047903,638568,4.05,4.24,4.07,4.23,4.06,4.23,4.43,4.18,3.88,4.35,4.36,4.44,4.25,4.12,4.27,4.66
telescope,917.49,0.806,58,14,9,3,3.35,4,113,477,12105,62,1920,150,3324,198,26508,93,28,77,793350,251181,3.67,3.79,3.67,4.37,3.45,3.98,3.47,3.88,3.53,3.28,3.39,2.97,3.34,3.71,3.87,3.23
territories,1041.8,0.778,56,16,11,4,3.9,9,160,1383,4842,151,634,61,3000,247,69182,154,16,77,1673191,660366,3.97,3.94,4.14,3.97,3.83,3.5,3.08,3.83,3.95,3.37,3.61,2.74,3.34,4.03,4.29,4.03
terror,708.57,0.958,69,3,6,2,2.5,25,491,1512,15850,400,2322,459,8576,1321,447790,732,151,438,2711179,985449,4.39,4.42,4.18,4.48,4.25,4.06,3.95,4.29,4.76,4.1,4.28,3.69,4.09,4.24,4.46,5.03
textual,940.62,0.639,46,26,7,2,2.85,2,16,389,2431,40,20,0,1250,78,20415,44,28,6,527586,194213,3.45,2.96,3.59,3.67,3.26,2.02,1.29,3.45,3.42,2.88,3.07,2.97,2.29,3.53,3.76,2.83
theme,768.82,0.944,68,4,5,1,1.7,55,496,3857,18772,794,6385,710,14345,5766,101832,3118,1280,1368,4364911,1250589,4.72,4.43,4.58,4.56,4.55,4.5,4.14,4.51,4.12,4.74,4.91,4.61,4.59,4.45,4.57,5.06
thieves,844.46,0.917,66,6,7,1,2.5,9,93,954,3034,89,1473,464,2461,535,57544,218,100,217,673727,269335,3.97,3.7,3.98,3.76,3.6,3.86,3.96,3.75,3.87,3.71,3.76,3.51,3.79,3.64,3.9,4.14
those,710.48,0.847,61,11,5,1,1.8,850,15819,88863,500858,20337,175436,38404,415648,88810,6170831,37676,20054,31080,106305903,37544043,5.9,5.93,5.94,5.98,5.96,5.94,5.88,5.97,5.9,5.93,5.99,5.81,5.94,5.84,6.04,6.43
thought,667.55,0.986,71,1,7,1,2.1,515,12866,56883,239322,9530,139551,41232,174954,44457,1878622,21227,14783,8447,49459553,15836060,5.69,5.84,5.75,5.66,5.63,5.84,5.91,5.6,5.38,5.63,5.74,5.67,5.38,5.5,5.67,5.94
tile,861.76,0.556,40,32,4,1,1.1,16,58,394,3581,81,729,108,1327,714,20330,328,143,243,804775,149178,4.2,3.5,3.59,3.84,3.56,3.56,3.33,3.48,3.42,3.83,3.93,3.66,3.84,3.72,3.64,3
till,734.32,0.875,63,9,4,1,1.05,50,1372,5579,13411,695,13700,8503,17332,8021,251043,2174,5593,254,11736927,7396817,4.68,4.87,4.74,4.41,4.49,4.83,5.22,4.59,4.51,4.88,4.75,5.25,3.86,4.88,5.34,5.66
today,589.81,1,72,0,5,2,1.95,284,4123,26343,240370,8691,183044,22124,103604,118997,3537700,25223,76505,17269,11591597,1969444,5.43,5.34,5.42,5.66,5.59,5.96,5.64,5.37,5.66,6.05,5.82,6.39,5.69,4.87,4.76,6.6
together,678.15,1,72,0,8,3,3,267,6555,24960,159340,5096,80863,19553,90238,32693,853230,15925,7868,8900,32703686,11086316,5.4,5.55,5.39,5.48,5.36,5.6,5.58,5.31,5.04,5.49,5.62,5.4,5.4,5.32,5.51,6
tolerance,958.03,0.958,69,3,9,3,3.1,9,175,726,6651,302,779,130,5156,711,97304,354,143,214,1846137,389878,3.97,3.97,3.86,4.11,4.13,3.59,3.41,4.07,4.1,3.83,3.97,3.66,3.78,4.08,4.06,4.71
torches,985.45,0.611,44,28,7,2,2.15,2,53,239,875,16,379,60,409,106,5115,52,26,28,329314,138381,3.45,3.46,3.38,3.22,2.88,3.28,3.08,2.97,2.82,3.01,3.14,2.94,2.91,3.33,3.61,2.8
total,684.41,0.972,70,2,5,2,1.9,211,2436,17568,72731,4760,18948,1920,70437,10461,1014670,3750,1796,4915,21659373,5052106,5.3,5.12,5.24,5.14,5.33,4.97,4.58,5.2,5.12,5,4.99,4.76,5.14,5.15,5.17,5.2
touchy,890.5,0.458,33,39,6,2,2.25,1,50,101,747,43,323,160,810,133,7812,55,38,40,97387,21763,3.27,3.44,3,3.16,3.29,3.21,3.5,3.27,3,3.11,3.16,3.1,3.06,2.8,2.81,2
toxicology,1187,0.167,12,60,10,5,4.05,0,8,40,655,25,98,53,604,113,13850,36,3,74,91398,15342,2.97,2.68,2.61,3.1,3.06,2.69,3.02,3.14,3.25,3.04,2.98,2.11,3.32,2.77,2.65,1.57
tragedies,1091.74,0.736,53,19,9,3,3.65,7,40,196,1700,58,336,50,504,217,11272,95,27,95,466507,170540,3.88,3.34,3.29,3.51,3.42,3.22,3,3.06,3.16,3.32,3.4,2.95,3.43,3.48,3.7,4.23
trail,835.41,0.764,55,17,5,1,1.6,31,304,1397,26365,449,3767,979,11055,4852,86324,1498,586,2768,2140711,261754,4.48,4.21,4.14,4.7,4.3,4.27,4.28,4.4,4.04,4.66,4.59,4.27,4.89,4.14,3.89,3.57
transport,762.9,1,72,0,9,2,2.65,18,954,8580,8812,603,8391,571,12959,1148,110589,594,109,445,3717344,1680599,4.25,4.71,4.93,4.23,4.43,4.62,4.05,4.47,4.15,4.04,4.19,3.55,4.1,4.38,4.69,4.63
trouble,648.99,0.986,71,1,7,2,2.5,134,2631,9287,46353,1694,24365,11401,49725,7137,505017,2586,2146,2405,8773438,2701140,5.1,5.15,4.96,4.95,4.88,5.08,5.35,5.05,4.81,4.83,4.83,4.84,4.83,4.75,4.9,5.63
turned,698.77,0.972,70,2,6,1,1.85,320,5815,24665,132057,2944,28415,5388,51056,16281,587767,7732,2492,6057,21914965,5721110,5.48,5.49,5.39,5.4,5.12,5.15,5.02,5.06,4.88,5.19,5.3,4.9,5.23,5.15,5.23,4.94
twist,736.31,0.944,68,4,5,1,1.85,18,238,1180,7956,277,5093,643,9435,1971,69003,971,394,606,882283,247741,4.25,4.11,4.07,4.18,4.09,4.4,4.1,4.33,3.95,4.27,4.4,4.1,4.23,3.76,3.86,4.2
type,631.54,1,72,0,4,1,1.8,200,1678,17315,58589,5199,17089,3093,157464,10494,2584647,5004,2982,2508,28402061,6342147,5.28,4.95,5.23,5.05,5.37,4.93,4.78,5.55,5.52,5,5.11,4.98,4.85,5.26,5.27,5.49
uglier,1094.56,0.361,26,46,6,2,2.8,2,9,29,346,15,69,49,349,101,6268,25,58,18,40907,13662,3.45,2.73,2.47,2.82,2.85,2.54,2.99,2.9,2.91,2.99,2.83,3.28,2.73,2.42,2.6,2.23
uncover,815.96,0.986,71,1,7,3,2.75,4,28,255,2378,66,971,98,941,287,15904,164,28,95,345942,73696,3.67,3.19,3.4,3.66,3.48,3.68,3.29,3.33,3.31,3.44,3.63,2.97,3.43,3.35,3.34,4.26
under,630.31,0.986,71,1,5,2,1.9,707,9922,61033,239108,10291,79455,13358,250435,34972,3283800,12762,5140,17070,85585918,29206798,5.82,5.73,5.78,5.66,5.66,5.6,5.42,5.75,5.63,5.52,5.52,5.22,5.68,5.74,5.93,6.49
understand,770,1,72,0,10,3,2.65,137,3612,15502,110734,3520,42216,24605,107528,16968,1597665,7790,5355,3823,18341993,4974203,5.11,5.29,5.19,5.33,5.2,5.32,5.68,5.39,5.31,5.21,5.31,5.23,5.03,5.07,5.17,6.2
universities,1027.69,0.847,61,11,12,5,4.35,32,832,2678,15060,315,3856,71,8791,1610,71269,449,176,985,2515791,660703,4.49,4.65,4.42,4.46,4.15,4.28,3.15,4.3,3.96,4.19,4.07,3.75,4.44,4.21,4.29,5.86
unless,743.55,0.986,71,1,6,2,2.3,101,2205,11011,35386,2364,12066,5798,97713,8087,2395949,3271,2703,2113,12232979,3818101,4.98,5.07,5.04,4.83,5.02,4.78,5.06,5.35,5.49,4.89,4.93,4.94,4.77,4.9,5.05,5.63
upbringing,946.08,0.556,40,32,10,3,3.5,1,91,464,1797,72,573,59,867,287,10837,173,22,92,261529,95189,3.27,3.69,3.66,3.54,3.51,3.45,3.07,3.29,3.14,3.44,3.66,2.87,3.42,3.23,3.45,2.57
visitor,776.5,0.958,69,3,7,3,2.6,13,408,2188,7560,256,1879,446,2636,948,37648,308,151,489,1429961,557050,4.12,4.34,4.34,4.16,4.06,3.97,3.94,3.78,3.68,3.96,3.9,3.69,4.14,3.96,4.21,4.63
vocal,819.48,0.778,56,16,5,2,1.8,14,96,761,7056,166,1405,151,5625,1491,48930,502,335,654,1539586,382620,4.15,3.72,3.88,4.13,3.87,3.84,3.47,4.11,3.8,4.15,4.12,4.03,4.27,4,4.05,3.37
vulnerable,988.55,0.583,42,30,10,4,3.65,14,400,2453,14014,366,6109,437,4044,1490,71695,632,111,747,1451772,416017,4.15,4.33,4.39,4.43,4.21,4.48,3.93,3.96,3.96,4.15,4.22,3.55,4.32,3.97,4.09,3.77
walk,621.74,0.972,70,2,4,1,1.7,100,2164,10441,62950,2044,31343,11009,33093,17270,687317,7122,5995,4153,7826933,2425064,4.98,5.06,5.01,5.08,4.96,5.19,5.33,4.88,4.95,5.22,5.27,5.28,5.07,4.7,4.85,5.89
wavy,910.19,0.611,44,28,4,2,1.75,2,37,146,1162,14,269,28,661,162,13095,78,54,30,252160,84310,3.45,3.31,3.16,3.35,2.83,3.13,2.75,3.18,3.23,3.19,3.31,3.24,2.94,3.21,3.39,3
way,598.71,0.972,70,2,3,1,1,909,21570,96280,545164,20550,264662,72661,490087,112128,5139630,47092,36863,28173,90010010,27818168,5.93,6.06,5.98,6.02,5.96,6.12,6.15,6.05,5.82,6.03,6.09,6.07,5.9,5.76,5.91,6.4
weapon,706.11,1,72,0,6,2,2.45,42,431,1982,14475,397,3940,2379,19739,2032,202600,758,279,995,2001130,604624,4.61,4.36,4.29,4.44,4.25,4.29,4.67,4.65,4.42,4.29,4.3,3.95,4.45,4.11,4.25,4.69
weekend,808.51,0.986,71,1,7,2,2.6,27,578,6315,38439,1901,18955,3118,24127,36266,236140,8635,22633,4998,922492,161914,4.42,4.49,4.8,4.87,4.93,4.97,4.79,4.74,4.48,5.54,5.35,5.86,5.15,3.77,3.68,6.09
weird,734.15,0.764,55,17,5,1,1.85,10,129,1085,11333,1261,11273,5156,16200,8107,465471,2431,5092,584,632084,132814,4.01,3.84,4.03,4.34,4.75,4.75,5,4.57,4.78,4.89,4.8,5.21,4.22,3.61,3.59,4.49
welcome,662.76,1,72,0,7,2,2.7,50,738,6513,40314,918,52417,9140,55024,17883,402552,3014,13092,1777,3436523,1331505,4.68,4.6,4.81,4.89,4.61,5.41,5.25,5.1,4.71,5.23,4.89,5.62,4.7,4.35,4.59,5.86
went,664.35,0.917,66,6,4,1,1.2,507,12396,48338,213274,8028,96802,20987,115581,43477,1258870,19736,10216,13525,40175822,12383360,5.68,5.82,5.68,5.61,5.55,5.68,5.61,5.42,5.21,5.62,5.71,5.51,5.58,5.41,5.56,6.11
wide,673.28,0.986,71,1,4,1,1.25,125,1748,12131,47914,1637,10770,1214,63297,6667,715020,2551,1126,2990,14709712,4276856,5.07,4.97,5.08,4.96,4.86,4.73,4.38,5.16,4.96,4.8,4.82,4.56,4.93,4.98,5.1,5.37
withhold,970.3,0.75,54,18,8,2,3.6,2,36,232,1304,83,121,53,851,186,16999,56,23,107,476521,136253,3.45,3.3,3.36,3.4,3.57,2.78,3.02,3.29,3.34,3.25,3.17,2.88,3.48,3.49,3.6,3.11
wonder,727.55,0.986,71,1,6,2,1.7,67,1612,6579,37344,2194,22975,5966,51799,13192,625167,5062,6390,1740,6093872,2054015,4.81,4.94,4.81,4.85,4.99,5.06,5.07,5.07,4.9,5.1,5.12,5.31,4.69,4.59,4.78,5.37
work,594.23,0.986,71,1,4,1,1.5,760,14931,91354,413408,18198,195874,40699,451298,105984,6999064,37194,42153,26637,99189308,29201275,5.85,5.9,5.96,5.9,5.91,5.99,5.9,6.01,5.95,6,5.99,6.13,5.87,5.81,5.93,6.26
worn,830.94,0.889,64,8,4,1,1.3,23,627,2099,11688,335,3645,514,8275,1974,71811,1201,356,417,3563402,1290057,4.35,4.53,4.32,4.35,4.18,4.26,4,4.27,3.97,4.27,4.49,4.06,4.07,4.36,4.58,4.14
worthiest,1074.69,0.75,54,18,9,3,3.35,2,0,4,20,2,5,3,4,3,71,0,1,2,47682,32698,3.45,1.73,1.69,1.6,2.13,1.47,1.89,1.06,0.97,1.58,1.41,1.81,1.93,2.49,2.98,2.43
wound,794.98,0.931,67,5,5,1,1.55,28,435,2161,12731,456,2553,1353,6139,1600,71180,612,136,852,4231101,1253567,4.44,4.37,4.33,4.39,4.31,4.1,4.42,4.14,3.96,4.18,4.2,3.64,4.38,4.44,4.57,3.8
yarn,849.47,0.556,40,32,4,1,1.6,14,24,877,1319,56,279,81,3131,1013,9689,862,91,60,652709,203873,4.15,3.13,3.94,3.4,3.41,3.14,3.21,3.85,3.1,3.98,4.35,3.47,3.23,3.62,3.78,2.69
year,613.79,0.917,66,6,4,1,1.2,660,9105,73778,409673,18345,167410,14174,246566,120986,3822243,33368,28092,59526,55996450,16548204,5.79,5.69,5.86,5.89,5.91,5.92,5.44,5.75,5.69,6.06,5.94,5.95,6.22,5.56,5.69,6.06
yes,582.51,1,72,0,3,1,1.7,144,13855,60612,220653,8737,344989,101835,197092,44563,2165361,12206,28504,3853,4194375,885022,5.13,5.87,5.78,5.63,5.59,6.23,6.3,5.65,5.44,5.63,5.5,5.96,5.04,4.43,4.42,6.91
yonder,1015.44,0.139,10,62,6,2,1.85,1,24,81,489,15,218,178,291,83,3472,38,20,25,656494,273978,3.27,3.13,2.91,2.97,2.85,3.04,3.54,2.82,2.65,2.9,3.01,2.83,2.86,3.63,3.91,1.6
zone,675.77,0.972,70,2,4,1,1.4,11,202,2553,20588,602,7602,1026,17300,4607,231376,1182,1081,2344,3717425,920266,4.05,4.04,4.4,4.6,4.43,4.58,4.3,4.59,4.47,4.64,4.49,4.54,4.82,4.38,4.43,4.49
